taz,x,y,fleetShare
4849100000123,0,0,0.000517331
4845300000055,0,0,0.000517331
4845300001536,0,0,0.000517331
4802100001207,0,0,0.000517331
4820900000708,0,0,0.000517331
4805300001762,0,0,0.000517331
4805500001259,0,0,0.000517331
4802100001203,0,0,0.000517331
4845300000537,0,0,0.000517331
4845300000393,0,0,0.000517331
4845300000236,0,0,0.000517331
4849100000117,0,0,0.000517331
4849100001008,0,0,0.000517331
4820900000578,0,0,0.000517331
4805300001824,0,0,0.000517331
4820900000899,0,0,0.000517331
4849100001949,0,0,0.000517331
4845300000048,0,0,0.000517331
4820900000693,0,0,0.000517331
4845300000012,0,0,0.000517331
4849100001703,0,0,0.000517331
4820900000820,0,0,0.000517331
4849100000974,0,0,0.000517331
4820900000587,0,0,0.000517331
4845300001448,0,0,0.000517331
4849100001533,0,0,0.000517331
4845300001662,0,0,0.000517331
4849100000552,0,0,0.000517331
4802100001149,0,0,0.000517331
4845300000499,0,0,0.000517331
4845300000183,0,0,0.000517331
4849100001052,0,0,0.000517331
4845300000232,0,0,0.000517331
4845300000335,0,0,0.000517331
4849100001482,0,0,0.000517331
4849100001063,0,0,0.000517331
4849100001710,0,0,0.000517331
4845300000451,0,0,0.000517331
4845300001607,0,0,0.000517331
4849100001024,0,0,0.000517331
4802100001386,0,0,0.000517331
4849100001071,0,0,0.000517331
4849100000935,0,0,0.000517331
4849100001735,0,0,0.000517331
4845300001478,0,0,0.000517331
4849100001422,0,0,0.000517331
4845300000011,0,0,0.000517331
4845300000268,0,0,0.000517331
4805300001809,0,0,0.000517331
4802100001209,0,0,0.000517331
4845300000210,0,0,0.000517331
4805300001844,0,0,0.000517331
4849100000937,0,0,0.000517331
4849100001014,0,0,0.000517331
4845300000443,0,0,0.000517331
4845300000022,0,0,0.000517331
4805300001790,0,0,0.000517331
4820900000689,0,0,0.000517331
4849100001018,0,0,0.000517331
4845300000613,0,0,0.000517331
4845300001571,0,0,0.000517331
4845300001901,0,0,0.000517331
4849100001123,0,0,0.000517331
4849100000854,0,0,0.000517331
4845300000618,0,0,0.000517331
4805300001807,0,0,0.000517331
4845300000078,0,0,0.000517331
4820900001692,0,0,0.000517331
4820900000738,0,0,0.000517331
4845300000291,0,0,0.000517331
4820900000728,0,0,0.000517331
4849100001968,0,0,0.000517331
4820900001083,0,0,0.000517331
4845300000024,0,0,0.000517331
4805500001295,0,0,0.000517331
4845300000532,0,0,0.000517331
4849100001036,0,0,0.000517331
4805500001262,0,0,0.000517331
4849100000989,0,0,0.000517331
4849100001944,0,0,0.000517331
4845300001582,0,0,0.000517331
4845300001558,0,0,0.000517331
4845300000615,0,0,0.000517331
4805300001787,0,0,0.000517331
4845300001884,0,0,0.000517331
4849100001403,0,0,0.000517331
4845300001528,0,0,0.000517331
4820900000279,0,0,0.000517331
4820900001088,0,0,0.000517331
4849100000110,0,0,0.000517331
4845300001637,0,0,0.000517331
4805300001829,0,0,0.000517331
4802100001171,0,0,0.000517331
4849100001954,0,0,0.000517331
4805500001234,0,0,0.000517331
4849100000995,0,0,0.000517331
4849100000164,0,0,0.000517331
4845300001439,0,0,0.000517331
4805300001831,0,0,0.000517331
4845300000487,0,0,0.000517331
4849100000146,0,0,0.000517331
4820900000832,0,0,0.000517331
4849100001427,0,0,0.000517331
4845300001676,0,0,0.000517331
4845300000392,0,0,0.000517331
4849100001062,0,0,0.000517331
4849100000657,0,0,0.000517331
4845300000172,0,0,0.000517331
4845300001603,0,0,0.000517331
4820900000585,0,0,0.000517331
4849100001106,0,0,0.000517331
4845300001109,0,0,0.000517331
4849100000148,0,0,0.000517331
4845300000085,0,0,0.000517331
4845300001864,0,0,0.000517331
4802100001215,0,0,0.000517331
4820900000902,0,0,0.000517331
4820900000793,0,0,0.000517331
4820900001912,0,0,0.000517331
4849100000648,0,0,0.000517331
4849100000139,0,0,0.000517331
4845300000206,0,0,0.000517331
4820900000916,0,0,0.000517331
4849100001017,0,0,0.000517331
4845300001463,0,0,0.000517331
4820900000812,0,0,0.000517331
4845300001442,0,0,0.000517331
4805500001307,0,0,0.000517331
4845300001332,0,0,0.000517331
4845300000328,0,0,0.000517331
4845300001870,0,0,0.000517331
4845300000226,0,0,0.000517331
4845300001579,0,0,0.000517331
4845300000333,0,0,0.000517331
4845300000488,0,0,0.000517331
4849100001343,0,0,0.000517331
4849100001066,0,0,0.000517331
4805300001823,0,0,0.000517331
4820900000682,0,0,0.000517331
4820900000802,0,0,0.000517331
4805500001856,0,0,0.000517331
4845300001488,0,0,0.000517331
4845300000340,0,0,0.000517331
4845300001460,0,0,0.000517331
4849100000961,0,0,0.000517331
4845300001565,0,0,0.000517331
4805300001819,0,0,0.000517331
4845300000606,0,0,0.000517331
4849100000882,0,0,0.000517331
4845300000630,0,0,0.000517331
4845300000195,0,0,0.000517331
4845300000529,0,0,0.000517331
4845300000517,0,0,0.000517331
4802100001162,0,0,0.000517331
4820900000590,0,0,0.000517331
4845300000594,0,0,0.000517331
4845300000497,0,0,0.000517331
4845300000480,0,0,0.000517331
4845300001516,0,0,0.000517331
4849100000990,0,0,0.000517331
4849100000111,0,0,0.000517331
4849100000003,0,0,0.000517331
4805500001315,0,0,0.000517331
4845300000566,0,0,0.000517331
4845300001697,0,0,0.000517331
4820900000677,0,0,0.000517331
4845300000600,0,0,0.000517331
4820900000697,0,0,0.000517331
4845300000622,0,0,0.000517331
4849100000881,0,0,0.000517331
4845300000253,0,0,0.000517331
4849100000969,0,0,0.000517331
4845300000287,0,0,0.000517331
4849100000929,0,0,0.000517331
4820900000726,0,0,0.000517331
4845300000357,0,0,0.000517331
4820900001089,0,0,0.000517331
4820900000739,0,0,0.000517331
4845300001656,0,0,0.000517331
4820900001922,0,0,0.000517331
4849100000891,0,0,0.000517331
4845300001902,0,0,0.000517331
4820900001861,0,0,0.000517331
4845300001557,0,0,0.000517331
4849100000112,0,0,0.000517331
4805300001766,0,0,0.000517331
4845300000203,0,0,0.000517331
4849100000496,0,0,0.000517331
4849100001708,0,0,0.000517331
4845300001642,0,0,0.000517331
4849100000983,0,0,0.000517331
4820900000700,0,0,0.000517331
4845300000293,0,0,0.000517331
4849100001058,0,0,0.000517331
4802100001208,0,0,0.000517331
4845300000354,0,0,0.000517331
4849100000888,0,0,0.000517331
4805300001834,0,0,0.000517331
4805300001816,0,0,0.000517331
4845300001653,0,0,0.000517331
4820900000692,0,0,0.000517331
4849100000946,0,0,0.000517331
4849100001426,0,0,0.000517331
4845300000212,0,0,0.000517331
4845300000576,0,0,0.000517331
4845300000413,0,0,0.000517331
4849100000850,0,0,0.000517331
4849100001120,0,0,0.000517331
4845300000043,0,0,0.000517331
4845300000320,0,0,0.000517331
4845300000269,0,0,0.000517331
4849100000876,0,0,0.000517331
4845300000018,0,0,0.000517331
4845300000220,0,0,0.000517331
4845300001316,0,0,0.000517331
4845300000160,0,0,0.000517331
4805500001278,0,0,0.000517331
4820900001092,0,0,0.000517331
4849100001011,0,0,0.000517331
4845300000395,0,0,0.000517331
4849100000567,0,0,0.000517331
4845300001098,0,0,0.000517331
4849100001430,0,0,0.000517331
4845300000464,0,0,0.000517331
4845300001599,0,0,0.000517331
4849100001948,0,0,0.000517331
4845300000316,0,0,0.000517331
4802100001193,0,0,0.000517331
4805500001242,0,0,0.000517331
4845300000332,0,0,0.000517331
4802100001225,0,0,0.000517331
4849100001534,0,0,0.000517331
4845300000398,0,0,0.000517331
4845300000353,0,0,0.000517331
4845300000369,0,0,0.000517331
4820900001076,0,0,0.000517331
4845300001897,0,0,0.000517331
4845300001725,0,0,0.000517331
4820900000299,0,0,0.000517331
4845300000432,0,0,0.000517331
4845300001555,0,0,0.000517331
4849100001892,0,0,0.000517331
4845300001567,0,0,0.000517331
4845300000526,0,0,0.000517331
4802100001931,0,0,0.000517331
4845300000204,0,0,0.000517331
4820900000768,0,0,0.000517331
4849100000944,0,0,0.000517331
4845300000227,0,0,0.000517331
4849100001404,0,0,0.000517331
4845300000849,0,0,0.000517331
4849100001122,0,0,0.000517331
4820900000827,0,0,0.000517331
4802100001174,0,0,0.000517331
4802100001381,0,0,0.000517331
4849100000128,0,0,0.000517331
4849100000865,0,0,0.000517331
4845300001675,0,0,0.000517331
4802100001164,0,0,0.000517331
4849100000156,0,0,0.000517331
4845300000062,0,0,0.000517331
4845300000234,0,0,0.000517331
4820900001932,0,0,0.000517331
4845300000525,0,0,0.000517331
4845300001616,0,0,0.000517331
4849100000150,0,0,0.000517331
4845300001920,0,0,0.000517331
4802100001145,0,0,0.000517331
4820900000589,0,0,0.000517331
4802100001183,0,0,0.000517331
4820900000730,0,0,0.000517331
4845300000251,0,0,0.000517331
4805500001264,0,0,0.000517331
4820900001741,0,0,0.000517331
4845300000059,0,0,0.000517331
4805300001784,0,0,0.000517331
4845300001869,0,0,0.000517331
4805300001798,0,0,0.000517331
4805500001254,0,0,0.000517331
4845300001421,0,0,0.000517331
4845300000376,0,0,0.000517331
4849100001942,0,0,0.000517331
4849100001107,0,0,0.000517331
4845300000073,0,0,0.000517331
4845300000075,0,0,0.000517331
4849100000938,0,0,0.000517331
4820900000714,0,0,0.000517331
4820900001664,0,0,0.000517331
4802100001146,0,0,0.000517331
4820900000683,0,0,0.000517331
4849100000001,0,0,0.000517331
4845300000045,0,0,0.000517331
4845300000095,0,0,0.000517331
4820900000838,0,0,0.000517331
4845300000449,0,0,0.000517331
4849100001738,0,0,0.000517331
4820900000813,0,0,0.000517331
4845300001588,0,0,0.000517331
4805500001294,0,0,0.000517331
4849100001709,0,0,0.000517331
4845300000534,0,0,0.000517331
4845300001402,0,0,0.000517331
4845300000452,0,0,0.000517331
4802100001213,0,0,0.000517331
4845300001643,0,0,0.000517331
4849100001033,0,0,0.000517331
4849100001025,0,0,0.000517331
4845300000093,0,0,0.000517331
4845300001504,0,0,0.000517331
4820900000588,0,0,0.000517331
4845300000444,0,0,0.000517331
4845300001868,0,0,0.000517331
4849100000928,0,0,0.000517331
4849100000640,0,0,0.000517331
4849100000137,0,0,0.000517331
4845300000370,0,0,0.000517331
4845300000303,0,0,0.000517331
4845300000159,0,0,0.000517331
4845300000310,0,0,0.000517331
4820900001745,0,0,0.000517331
4845300000029,0,0,0.000517331
4845300000271,0,0,0.000517331
4849100000125,0,0,0.000517331
4845300001537,0,0,0.000517331
4845300001659,0,0,0.000517331
4845300000270,0,0,0.000517331
4849100001050,0,0,0.000517331
4845300001865,0,0,0.000517331
4805500001291,0,0,0.000517331
4820900000687,0,0,0.000517331
4820900000684,0,0,0.000517331
4849100000855,0,0,0.000517331
4845300001602,0,0,0.000517331
4805500001228,0,0,0.000517331
4845300001177,0,0,0.000517331
4845300000410,0,0,0.000517331
4849100001013,0,0,0.000517331
4845300000254,0,0,0.000517331
4849100001105,0,0,0.000517331
4820900000801,0,0,0.000517331
4820900000744,0,0,0.000517331
4849100000927,0,0,0.000517331
4805300001769,0,0,0.000517331
4845300001513,0,0,0.000517331
4849100001021,0,0,0.000517331
4845300001880,0,0,0.000517331
4845300000572,0,0,0.000517331
4845300001627,0,0,0.000517331
4820900000670,0,0,0.000517331
4845300001441,0,0,0.000517331
4802100001173,0,0,0.000517331
4820900000732,0,0,0.000517331
4845300000531,0,0,0.000517331
4849100000665,0,0,0.000517331
4849100000871,0,0,0.000517331
4849100000853,0,0,0.000517331
4820900000797,0,0,0.000517331
4820900000922,0,0,0.000517331
4845300000215,0,0,0.000517331
4845300001462,0,0,0.000517331
4805300001825,0,0,0.000517331
4845300000476,0,0,0.000517331
4845300001529,0,0,0.000517331
4845300001525,0,0,0.000517331
4802100001390,0,0,0.000517331
4805500001253,0,0,0.000517331
4845300001495,0,0,0.000517331
4845300001110,0,0,0.000517331
4845300000512,0,0,0.000517331
4845300000308,0,0,0.000517331
4845300000535,0,0,0.000517331
4849100000661,0,0,0.000517331
4845300000261,0,0,0.000517331
4805500001853,0,0,0.000517331
4820900000701,0,0,0.000517331
4849100000987,0,0,0.000517331
4845300001575,0,0,0.000517331
4845300001409,0,0,0.000517331
4849100001020,0,0,0.000517331
4802100001211,0,0,0.000517331
4820900000494,0,0,0.000517331
4849100001587,0,0,0.000517331
4849100001416,0,0,0.000517331
4805300001836,0,0,0.000517331
4845300001645,0,0,0.000517331
4845300000524,0,0,0.000517331
4849100001907,0,0,0.000517331
4820900000699,0,0,0.000517331
4845300000004,0,0,0.000517331
4820900000785,0,0,0.000517331
4845300000090,0,0,0.000517331
4845300000300,0,0,0.000517331
4802100001186,0,0,0.000517331
4845300000407,0,0,0.000517331
4845300000555,0,0,0.000517331
4849100000404,0,0,0.000517331
4845300000031,0,0,0.000517331
4820900000324,0,0,0.000517331
4849100000007,0,0,0.000517331
4845300000070,0,0,0.000517331
4845300001570,0,0,0.000517331
4849100000949,0,0,0.000517331
4845300000285,0,0,0.000517331
4805500001859,0,0,0.000517331
4845300000089,0,0,0.000517331
4845300001517,0,0,0.000517331
4845300000225,0,0,0.000517331
4845300000397,0,0,0.000517331
4849100000978,0,0,0.000517331
4802100001218,0,0,0.000517331
4845300001679,0,0,0.000517331
4849100001047,0,0,0.000517331
4805300001841,0,0,0.000517331
4845300000379,0,0,0.000517331
4845300000244,0,0,0.000517331
4845300001514,0,0,0.000517331
4845300001446,0,0,0.000517331
4802100001221,0,0,0.000517331
4845300001641,0,0,0.000517331
4849100001970,0,0,0.000517331
4802100001222,0,0,0.000517331
4845300001873,0,0,0.000517331
4845300000390,0,0,0.000517331
4849100001010,0,0,0.000517331
4820900000913,0,0,0.000517331
4849100000981,0,0,0.000517331
4802100001226,0,0,0.000517331
4802100001184,0,0,0.000517331
4849100000047,0,0,0.000517331
4845300000418,0,0,0.000517331
4845300001699,0,0,0.000517331
4820900001328,0,0,0.000517331
4820900000811,0,0,0.000517331
4845300001713,0,0,0.000517331
4849100001041,0,0,0.000517331
4849100000119,0,0,0.000517331
4805500001241,0,0,0.000517331
4820900001747,0,0,0.000517331
4849100000852,0,0,0.000517331
4849100000948,0,0,0.000517331
4845300000604,0,0,0.000517331
4845300000383,0,0,0.000517331
4805500001308,0,0,0.000517331
4845300000092,0,0,0.000517331
4845300001612,0,0,0.000517331
4849100001966,0,0,0.000517331
4845300000596,0,0,0.000517331
4845300000342,0,0,0.000517331
4802100001214,0,0,0.000517331
4805500001239,0,0,0.000517331
4805300001764,0,0,0.000517331
4845300001606,0,0,0.000517331
4845300000198,0,0,0.000517331
4849100000930,0,0,0.000517331
4849100001947,0,0,0.000517331
4849100000366,0,0,0.000517331
4849100001705,0,0,0.000517331
4849100000959,0,0,0.000517331
4849100001040,0,0,0.000517331
4820900001078,0,0,0.000517331
4820900000766,0,0,0.000517331
4820900001329,0,0,0.000517331
4845300000336,0,0,0.000517331
4845300001694,0,0,0.000517331
4845300001500,0,0,0.000517331
4845300001631,0,0,0.000517331
4845300000258,0,0,0.000517331
4845300001411,0,0,0.000517331
4845300000071,0,0,0.000517331
4805500001282,0,0,0.000517331
4820900000900,0,0,0.000517331
4849100000862,0,0,0.000517331
4845300001485,0,0,0.000517331
4845300000249,0,0,0.000517331
4820900001325,0,0,0.000517331
4845300001614,0,0,0.000517331
4849100001004,0,0,0.000517331
4845300001674,0,0,0.000517331
4820900000905,0,0,0.000517331
4849100000106,0,0,0.000517331
4845300001335,0,0,0.000517331
4820900001087,0,0,0.000517331
4849100000147,0,0,0.000517331
4845300000617,0,0,0.000517331
4849100000964,0,0,0.000517331
4849100001038,0,0,0.000517331
4845300001101,0,0,0.000517331
4849100000659,0,0,0.000517331
4805300001794,0,0,0.000517331
4802100001198,0,0,0.000517331
4802100001153,0,0,0.000517331
4845300001337,0,0,0.000517331
4805300001837,0,0,0.000517331
4805500001246,0,0,0.000517331
4849100000646,0,0,0.000517331
4845300000474,0,0,0.000517331
4849100001037,0,0,0.000517331
4849100001065,0,0,0.000517331
4845300000311,0,0,0.000517331
4845300001618,0,0,0.000517331
4845300000304,0,0,0.000517331
4849100001048,0,0,0.000517331
4845300001629,0,0,0.000517331
4849100001400,0,0,0.000517331
4845300001651,0,0,0.000517331
4845300000389,0,0,0.000517331
4805500001263,0,0,0.000517331
4849100000122,0,0,0.000517331
4805300001890,0,0,0.000517331
4820900000577,0,0,0.000517331
4845300001476,0,0,0.000517331
4845300000046,0,0,0.000517331
4845300000507,0,0,0.000517331
4805500001274,0,0,0.000517331
4845300000019,0,0,0.000517331
4845300001341,0,0,0.000517331
4820900000735,0,0,0.000517331
4802100001155,0,0,0.000517331
4845300001611,0,0,0.000517331
4849100000856,0,0,0.000517331
4849100000861,0,0,0.000517331
4820900000898,0,0,0.000517331
4849100000145,0,0,0.000517331
4845300000527,0,0,0.000517331
4802100001925,0,0,0.000517331
4820900000918,0,0,0.000517331
4805500001310,0,0,0.000517331
4820900000911,0,0,0.000517331
4805500001365,0,0,0.000517331
4802100001389,0,0,0.000517331
4849100001344,0,0,0.000517331
4845300000094,0,0,0.000517331
4820900000731,0,0,0.000517331
4820900000809,0,0,0.000517331
4845300000264,0,0,0.000517331
4802100001167,0,0,0.000517331
4805300001801,0,0,0.000517331
4845300000387,0,0,0.000517331
4820900000775,0,0,0.000517331
4845300000454,0,0,0.000517331
4805300001761,0,0,0.000517331
4845300000458,0,0,0.000517331
4845300000188,0,0,0.000517331
4845300001600,0,0,0.000517331
4845300000315,0,0,0.000517331
4849100000869,0,0,0.000517331
4845300001649,0,0,0.000517331
4845300000038,0,0,0.000517331
4845300001461,0,0,0.000517331
4845300000461,0,0,0.000517331
4820900000807,0,0,0.000517331
4802100001212,0,0,0.000517331
4845300001573,0,0,0.000517331
4845300001484,0,0,0.000517331
4805300001936,0,0,0.000517331
4849100000652,0,0,0.000517331
4802100001217,0,0,0.000517331
4849100001425,0,0,0.000517331
4805500001854,0,0,0.000517331
4820900001459,0,0,0.000517331
4820900001492,0,0,0.000517331
4849100000569,0,0,0.000517331
4845300000042,0,0,0.000517331
4802100001380,0,0,0.000517331
4845300000368,0,0,0.000517331
4845300000426,0,0,0.000517331
4849100001586,0,0,0.000517331
4820900000903,0,0,0.000517331
4845300000528,0,0,0.000517331
4849100000638,0,0,0.000517331
4820900001090,0,0,0.000517331
4820900000678,0,0,0.000517331
4820900001744,0,0,0.000517331
4845300000846,0,0,0.000517331
4849100001039,0,0,0.000517331
4845300000384,0,0,0.000517331
4845300001487,0,0,0.000517331
4845300000281,0,0,0.000517331
4845300000385,0,0,0.000517331
4849100001003,0,0,0.000517331
4845300001363,0,0,0.000517331
4820900000580,0,0,0.000517331
4845300000080,0,0,0.000517331
4845300001715,0,0,0.000517331
4845300000556,0,0,0.000517331
4805300001839,0,0,0.000517331
4805500001855,0,0,0.000517331
4845300000360,0,0,0.000517331
4849100000162,0,0,0.000517331
4845300000608,0,0,0.000517331
4845300001507,0,0,0.000517331
4845300000540,0,0,0.000517331
4845300001903,0,0,0.000517331
4849100000641,0,0,0.000517331
4802100001220,0,0,0.000517331
4849100000134,0,0,0.000517331
4845300001722,0,0,0.000517331
4820900000764,0,0,0.000517331
4805500001285,0,0,0.000517331
4820900000680,0,0,0.000517331
4845300000025,0,0,0.000517331
4849100000165,0,0,0.000517331
4845300001472,0,0,0.000517331
4820900000828,0,0,0.000517331
4820900000819,0,0,0.000517331
4849100000573,0,0,0.000517331
4845300000322,0,0,0.000517331
4805300001840,0,0,0.000517331
4845300001693,0,0,0.000517331
4849100000135,0,0,0.000517331
4820900000686,0,0,0.000517331
4820900000921,0,0,0.000517331
4805300001792,0,0,0.000517331
4849100000115,0,0,0.000517331
4845300001523,0,0,0.000517331
4845300000309,0,0,0.000517331
4820900000786,0,0,0.000517331
4849100000108,0,0,0.000517331
4845300001899,0,0,0.000517331
4849100000030,0,0,0.000517331
4845300001519,0,0,0.000517331
4845300000405,0,0,0.000517331
4845300000468,0,0,0.000517331
4845300000039,0,0,0.000517331
4820900000591,0,0,0.000517331
4802100001148,0,0,0.000517331
4849100000655,0,0,0.000517331
4845300001597,0,0,0.000517331
4849100000660,0,0,0.000517331
4845300000216,0,0,0.000517331
4849100000446,0,0,0.000517331
4845300000284,0,0,0.000517331
4845300001540,0,0,0.000517331
4820900000896,0,0,0.000517331
4845300001665,0,0,0.000517331
4849100000924,0,0,0.000517331
4820900000826,0,0,0.000517331
4820900000778,0,0,0.000517331
4845300001727,0,0,0.000517331
4820900000712,0,0,0.000517331
4845300000423,0,0,0.000517331
4849100001124,0,0,0.000517331
4845300000252,0,0,0.000517331
