taz,parkingType,chargingType,reservedFor,pricingModel,feeInCents,parkingZoneId,numStalls
4.8453E+12,Public,NoCharger,Any,FlatFee,0,391,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,392,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,393,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,394,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,395,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,396,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,397,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,398,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,399,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,400,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,401,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,402,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,403,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,404,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,405,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,406,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,407,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,408,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,409,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,410,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,411,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,412,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,413,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,414,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,415,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,416,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,417,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,418,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,419,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,420,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,421,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,422,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,423,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,424,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,425,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,426,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,427,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,428,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,429,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,430,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,431,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,432,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,433,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,434,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,435,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,436,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,437,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,438,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,439,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,440,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,441,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,442,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,443,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,444,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,445,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,446,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,447,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,448,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,449,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,450,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,451,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,452,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,453,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,454,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,455,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,456,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,457,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,458,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,459,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,460,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,461,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,462,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,463,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,464,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,465,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,466,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,467,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,468,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,469,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,470,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,471,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,472,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,473,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,474,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,475,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,476,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,477,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,478,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,479,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,480,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,481,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,482,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,483,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,484,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,485,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,486,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,487,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,488,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,489,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,490,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,491,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,492,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,493,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,494,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,495,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,496,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,497,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,498,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,499,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,500,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,501,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,502,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,503,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,504,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,505,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,506,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,507,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,508,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,509,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,510,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,511,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,512,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,513,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,514,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,515,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,516,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,517,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,518,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,519,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,520,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,521,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,522,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,523,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,524,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,525,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,526,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,527,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,528,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,529,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,530,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,531,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,532,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,533,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,534,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,535,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,536,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,537,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,538,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,539,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,540,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,541,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,542,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,543,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,544,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,545,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,546,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,547,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,548,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,549,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,550,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,551,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,552,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,553,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,554,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,555,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,556,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,557,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,558,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,559,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,560,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,561,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,562,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,563,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,564,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,565,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,566,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,567,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,568,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,569,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,570,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,571,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,572,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,573,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,574,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,575,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,576,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,577,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,578,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,579,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,580,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,581,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,582,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,583,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,584,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,585,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,586,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,587,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,588,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,589,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,590,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,591,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,592,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,593,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,594,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,595,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,596,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,597,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,598,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,599,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,600,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,601,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,602,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,603,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,604,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,605,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,606,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,607,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,608,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,609,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,610,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,611,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,612,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,613,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,614,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,615,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,616,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,617,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,618,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,619,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,620,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,621,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,622,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,623,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,624,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,625,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,626,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,627,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,628,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,629,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,630,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,631,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,632,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,633,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,634,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,635,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,636,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,637,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,638,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,639,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,640,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,641,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,642,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,643,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,644,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,645,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,646,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,647,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,648,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,649,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,650,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,651,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,652,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,653,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,654,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,655,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,656,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,657,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,658,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,659,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,660,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,661,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,662,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,663,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,664,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,665,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,666,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,667,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,668,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,669,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,670,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,671,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,672,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,673,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,674,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,675,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,676,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,677,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,678,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,679,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,680,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,681,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,682,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,683,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,684,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,685,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,686,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,687,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,688,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,689,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,690,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,691,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,692,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,693,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,694,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,695,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,696,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,697,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,698,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,699,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,700,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,701,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,702,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,703,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,704,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,705,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,706,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,707,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,708,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,709,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,710,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,711,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,712,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,713,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,714,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,715,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,716,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,717,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,718,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,719,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,720,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,721,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,722,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,723,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,724,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,725,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,726,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,727,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,728,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,729,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,730,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,731,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,732,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,733,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,734,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,735,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,736,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,737,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,738,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,739,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,740,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,741,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,742,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,743,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,744,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,745,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,746,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,747,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,748,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,749,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,750,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,751,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,752,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,753,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,754,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,755,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,756,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,757,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,758,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,759,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,760,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,761,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,762,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,763,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,764,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,765,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,766,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,767,35
4.8053E+12,Public,NoCharger,Any,FlatFee,0,768,35
4.8491E+12,Public,NoCharger,Any,FlatFee,0,769,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,770,35
4.8021E+12,Public,NoCharger,Any,FlatFee,0,771,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,772,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,773,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,774,35
4.8209E+12,Public,NoCharger,Any,FlatFee,0,775,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,776,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,777,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,778,35
4.8055E+12,Public,NoCharger,Any,FlatFee,0,779,35
4.8453E+12,Public,NoCharger,Any,FlatFee,0,780,35
